Column|suffix|OriginalColumn|Format|QuestionText|dtcode
q11ROW5_hidden_northafrica|_northafrica|q11ROW5_hidden|CURRENCY|Africa  TOTAL|19_35
q11COL1_hidden_northafrica|_northafrica|q11COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|19_36
q11COL2_hidden_northafrica|_northafrica|q11COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|19_37
q11COL3_hidden_northafrica|_northafrica|q11COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|19_38
q11COL4_hidden_northafrica|_northafrica|q11COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|19_39
q11COL5_hidden_northafrica|_northafrica|q11COL5_hidden|CURRENCY|Funds of funds TOTAL|19_40
q11COL6_hidden_northafrica|_northafrica|q11COL6_hidden|CURRENCY|Non-listed debt products TOTAL|19_41
q11GRANDTotal_hidden_northafrica|_northafrica|q11GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor domicle|19_42
Global_global|_global|Global||For your Global strategy, how much institutional capital did your company raise for non-listed vehicles in 2017 by investor type (million)?|20
q101_1_global|_global|q101_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|20_1
q101_2_global|_global|q101_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|20_2
q101_3_global|_global|q101_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|20_3
q101_4_global|_global|q101_4|CURRENCY|Pension funds - Joint ventures and club deals|20_4
q101_5_global|_global|q101_5|CURRENCY|Pension funds - Funds of funds|20_5
q101_6_global|_global|q101_6|CURRENCY|Pension funds - Non-listed debt products|20_6
q10ROW1_hidden_global|_global|q10ROW1_hidden|CURRENCY|Pension funds TOTAL|20_7
q102_1_global|_global|q102_1|CURRENCY|Insurance companies - Non-listed/ commingled real estate funds/private REITs|20_8
q102_2_global|_global|q102_2|CURRENCY|Insurance companies - Separate accounts investing directly into real estate|20_9
q102_3_global|_global|q102_3|CURRENCY|Insurance companies - Separate accounts investing into indirect vehicles|20_10
q102_4_global|_global|q102_4|CURRENCY|Insurance companies - Joint ventures and club deals|20_11
q102_5_global|_global|q102_5|CURRENCY|Insurance companies - Funds of funds|20_12
q102_6_global|_global|q102_6|CURRENCY|Insurance companies - Non-listed debt products|20_13
q10ROW2_hidden_global|_global|q10ROW2_hidden|CURRENCY|Insurance companies TOTAL|20_14
q103_1_global|_global|q103_1|CURRENCY|Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|20_15
q103_2_global|_global|q103_2|CURRENCY|Sovereign wealth funds - Separate accounts investing directly into real estate|20_16
q103_3_global|_global|q103_3|CURRENCY|Sovereign wealth funds - Separate accounts investing into indirect vehicles|20_17
q103_4_global|_global|q103_4|CURRENCY|Sovereign wealth funds - Joint ventures and club deals|20_18
q103_5_global|_global|q103_5|CURRENCY|Sovereign wealth funds - Funds of funds|20_19
q103_6_global|_global|q103_6|CURRENCY|Sovereign wealth funds - Non-listed debt products|20_20
q10ROW3_hidden_global|_global|q10ROW3_hidden|CURRENCY|Sovereign wealth funds TOTAL|20_21
q104_1_global|_global|q104_1|CURRENCY|Government institutions - Non-listed/ commingled real estate funds/private REITs|20_22
q104_2_global|_global|q104_2|CURRENCY|Government institutions - Separate accounts investing directly into real estate|20_23
q104_3_global|_global|q104_3|CURRENCY|Government institutions - Separate accounts investing into indirect vehicles|20_24
q104_4_global|_global|q104_4|CURRENCY|Government institutions - Joint ventures and club deals|20_25
q104_5_global|_global|q104_5|CURRENCY|Government institutions - Funds of funds|20_26
q104_6_global|_global|q104_6|CURRENCY|Government institutions - Non-listed debt products|20_27
q10ROW4_hidden_global|_global|q10ROW4_hidden|CURRENCY|Government institutions TOTAL|20_28
q105_1_global|_global|q105_1|CURRENCY|Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|20_29
q105_2_global|_global|q105_2|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|20_30
q105_3_global|_global|q105_3|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|20_31
q105_4_global|_global|q105_4|CURRENCY|Charities, foundations, non-profit organisations - Joint ventures and club deals|20_32
q105_5_global|_global|q105_5|CURRENCY|Charities, foundations, non-profit organisations - Funds of funds|20_33
q105_6_global|_global|q105_6|CURRENCY|Charities, foundations, non-profit organisations - Non-listed debt products|20_34
q10ROW5_hidden_global|_global|q10ROW5_hidden|CURRENCY|Charities, foundations, non-profit organisations  TOTAL|20_35
q106_1_global|_global|q106_1|CURRENCY|Funds of funds - Non-listed/ commingled real estate funds/private REITs|20_36
q106_2_global|_global|q106_2|CURRENCY|Funds of funds - Separate accounts investing directly into real estate|20_37
q106_3_global|_global|q106_3|CURRENCY|Funds of funds - Separate accounts investing into indirect vehicles|20_38
q106_4_global|_global|q106_4|CURRENCY|Funds of funds - Joint ventures and club deals|20_39
q106_5_global|_global|q106_5|CURRENCY|Funds of funds - Funds of funds|20_40
q106_6_global|_global|q106_6|CURRENCY|Funds of funds - Non-listed debt products|20_41
q10ROW6_hidden_global|_global|q10ROW6_hidden|CURRENCY|Funds of funds TOTAL|20_42
q107_1_global|_global|q107_1|CURRENCY|High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|20_43
q107_2_global|_global|q107_2|CURRENCY|High net worth individuals /Family offices - Separate accounts investing directly into real estate|20_44
q107_3_global|_global|q107_3|CURRENCY|High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|20_45
q107_4_global|_global|q107_4|CURRENCY|High net worth individuals /Family offices - Joint ventures and club deals|20_46
q107_5_global|_global|q107_5|CURRENCY|High net worth individuals /Family offices - Funds of funds|20_47
q107_6_global|_global|q107_6|CURRENCY|High net worth individuals /Family offices - Non-listed debt products|20_48
q10ROW7_hidden_global|_global|q10ROW7_hidden|CURRENCY|High net worth individuals /Family offices TOTAL|20_49
q10other_global|_global|q10other|CURRENCY|Other (please specify)|20_50
q108_1_global|_global|q108_1|CURRENCY|Other - Non-listed/ commingled real estate funds/private REITs|20_51
q108_2_global|_global|q108_2|CURRENCY|Other - Separate accounts investing directly into real estate|20_52
q108_3_global|_global|q108_3|CURRENCY|Other - Separate accounts investing into indirect vehicles|20_53
q108_4_global|_global|q108_4|CURRENCY|Other - Joint ventures and club deals|20_54
q108_5_global|_global|q108_5|CURRENCY|Other - Funds of funds|20_55
q108_6_global|_global|q108_6|CURRENCY|Other - Non-listed debt products|20_56
q10ROW8_hidden_global|_global|q10ROW8_hidden|CURRENCY|Other TOTAL|20_57
q10COL1_hidden_global|_global|q10COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|20_58
q10COL2_hidden_global|_global|q10COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|20_59
q10COL3_hidden_global|_global|q10COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|20_60
q10COL4_hidden_global|_global|q10COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|20_61
q10COL5_hidden_global|_global|q10COL5_hidden|CURRENCY|Funds of funds TOTAL|20_62
q10COL6_hidden_global|_global|q10COL6_hidden|CURRENCY|Non-listed debt products TOTAL|20_63
q10GRANDTotal_hidden_global|_global|q10GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor type|20_64
_global|_global|||[Global strategy] How much institutional capital did your company raise in 2017 by investor domicile (million)?|21
q111_1_global|_global|q111_1|CURRENCY|Europe - Non-listed/ commingled real estate funds/private REITs|21_1
q111_2_global|_global|q111_2|CURRENCY|Europe - Separate accounts investing directly into real estate|21_2
q111_3_global|_global|q111_3|CURRENCY|Europe - Separate accounts investing into indirect vehicles|21_3
q111_4_global|_global|q111_4|CURRENCY|Europe - Joint ventures and club deals|21_4
q111_5_global|_global|q111_5|CURRENCY|Europe - Funds of funds|21_5
q111_6_global|_global|q111_6|CURRENCY|Europe - Non-listed debt products|21_6
q11ROW1_hidden_global|_global|q11ROW1_hidden|CURRENCY|Europe TOTAL|21_7
q112_1_global|_global|q112_1|CURRENCY|Asia Pacific - Non-listed/ commingled real estate funds/private REITs|21_8
q112_2_global|_global|q112_2|CURRENCY|Asia Pacific - Separate accounts investing directly into real estate|21_9
q112_3_global|_global|q112_3|CURRENCY|Asia Pacific - Separate accounts investing into indirect vehicles|21_10
q112_4_global|_global|q112_4|CURRENCY|Asia Pacific - Joint ventures and club deals|21_11
q112_5_global|_global|q112_5|CURRENCY|Asia Pacific - Funds of funds|21_12
q112_6_global|_global|q112_6|CURRENCY|Asia Pacific - Non-listed debt products|21_13
q11ROW2_hidden_global|_global|q11ROW2_hidden|CURRENCY|Asia Pacific TOTAL|21_14
q113_1_global|_global|q113_1|CURRENCY|North America - Non-listed/ commingled real estate funds/private REITs|21_15
q113_2_global|_global|q113_2|CURRENCY|North America - Separate accounts investing directly into real estate|21_16
q113_3_global|_global|q113_3|CURRENCY|North America - Separate accounts investing into indirect vehicles|21_17
q113_4_global|_global|q113_4|CURRENCY|North America - Joint ventures and club deals|21_18
q113_5_global|_global|q113_5|CURRENCY|North America - Funds of funds|21_19
q113_6_global|_global|q113_6|CURRENCY|North America - Non-listed debt products|21_20
q11ROW3_hidden_global|_global|q11ROW3_hidden|CURRENCY|North America TOTAL|21_21
q114_1_global|_global|q114_1|CURRENCY|South America - Non-listed/ commingled real estate funds/private REITs|21_22
q114_2_global|_global|q114_2|CURRENCY|South America - Separate accounts investing directly into real estate|21_23
q114_3_global|_global|q114_3|CURRENCY|South America - Separate accounts investing into indirect vehicles|21_24
q114_4_global|_global|q114_4|CURRENCY|South America - Joint ventures and club deals|21_25
q114_5_global|_global|q114_5|CURRENCY|South America - Funds of funds|21_26
q114_6_global|_global|q114_6|CURRENCY|South America - Non-listed debt products|21_27
q11ROW4_hidden_global|_global|q11ROW4_hidden|CURRENCY|South America TOTAL|21_28
q115_1_global|_global|q115_1|CURRENCY|Africa - Non-listed/ commingled real estate funds/private REITs|21_29
q115_2_global|_global|q115_2|CURRENCY|Africa - Separate accounts investing directly into real estate|21_30
q115_3_global|_global|q115_3|CURRENCY|Africa - Separate accounts investing into indirect vehicles|21_31
q115_4_global|_global|q115_4|CURRENCY|Africa - Joint ventures and club deals|21_32
q115_5_global|_global|q115_5|CURRENCY|Africa - Funds of funds|21_33
q115_6_global|_global|q115_6|CURRENCY|Africa - Non-listed debt products|21_34
q11ROW5_hidden_global|_global|q11ROW5_hidden|CURRENCY|Africa  TOTAL|21_35
q11COL1_hidden_global|_global|q11COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|21_36
q11COL2_hidden_global|_global|q11COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|21_37
q11COL3_hidden_global|_global|q11COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|21_38
q11COL4_hidden_global|_global|q11COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|21_39
q11COL5_hidden_global|_global|q11COL5_hidden|CURRENCY|Funds of funds TOTAL|21_40
q11COL6_hidden_global|_global|q11COL6_hidden|CURRENCY|Non-listed debt products TOTAL|21_41
q11GRANDTotal_hidden_global|_global|q11GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor domicle|21_42
SOUTH AMERICA_southamerica|_southamerica|SOUTH AMERICA||For your South American strategy, how much institutional capital did your company raise for non-listed vehicles in 2017 by investor type (million)?|22
q101_1_southamerica|_southamerica|q101_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|22_1
q101_2_southamerica|_southamerica|q101_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|22_2
q101_3_southamerica|_southamerica|q101_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|22_3
q101_4_southamerica|_southamerica|q101_4|CURRENCY|Pension funds - Joint ventures and club deals|22_4
q101_5_southamerica|_southamerica|q101_5|CURRENCY|Pension funds - Funds of funds|22_5
q101_6_southamerica|_southamerica|q101_6|CURRENCY|Pension funds - Non-listed debt products|22_6
q10ROW1_hidden_southamerica|_southamerica|q10ROW1_hidden|CURRENCY|Pension funds TOTAL|22_7
q102_1_southamerica|_southamerica|q102_1|CURRENCY|Insurance companies - Non-listed/ commingled real estate funds/private REITs|22_8
q102_2_southamerica|_southamerica|q102_2|CURRENCY|Insurance companies - Separate accounts investing directly into real estate|22_9
q102_3_southamerica|_southamerica|q102_3|CURRENCY|Insurance companies - Separate accounts investing into indirect vehicles|22_10
q102_4_southamerica|_southamerica|q102_4|CURRENCY|Insurance companies - Joint ventures and club deals|22_11
q102_5_southamerica|_southamerica|q102_5|CURRENCY|Insurance companies - Funds of funds|22_12
q102_6_southamerica|_southamerica|q102_6|CURRENCY|Insurance companies - Non-listed debt products|22_13
q10ROW2_hidden_southamerica|_southamerica|q10ROW2_hidden|CURRENCY|Insurance companies TOTAL|22_14
q103_1_southamerica|_southamerica|q103_1|CURRENCY|Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|22_15
q103_2_southamerica|_southamerica|q103_2|CURRENCY|Sovereign wealth funds - Separate accounts investing directly into real estate|22_16
q103_3_southamerica|_southamerica|q103_3|CURRENCY|Sovereign wealth funds - Separate accounts investing into indirect vehicles|22_17
q103_4_southamerica|_southamerica|q103_4|CURRENCY|Sovereign wealth funds - Joint ventures and club deals|22_18
q103_5_southamerica|_southamerica|q103_5|CURRENCY|Sovereign wealth funds - Funds of funds|22_19
q103_6_southamerica|_southamerica|q103_6|CURRENCY|Sovereign wealth funds - Non-listed debt products|22_20
q10ROW3_hidden_southamerica|_southamerica|q10ROW3_hidden|CURRENCY|Sovereign wealth funds TOTAL|22_21
q104_1_southamerica|_southamerica|q104_1|CURRENCY|Government institutions - Non-listed/ commingled real estate funds/private REITs|22_22
q104_2_southamerica|_southamerica|q104_2|CURRENCY|Government institutions - Separate accounts investing directly into real estate|22_23
q104_3_southamerica|_southamerica|q104_3|CURRENCY|Government institutions - Separate accounts investing into indirect vehicles|22_24
q104_4_southamerica|_southamerica|q104_4|CURRENCY|Government institutions - Joint ventures and club deals|22_25
q104_5_southamerica|_southamerica|q104_5|CURRENCY|Government institutions - Funds of funds|22_26
q104_6_southamerica|_southamerica|q104_6|CURRENCY|Government institutions - Non-listed debt products|22_27
q10ROW4_hidden_southamerica|_southamerica|q10ROW4_hidden|CURRENCY|Government institutions TOTAL|22_28
q105_1_southamerica|_southamerica|q105_1|CURRENCY|Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|22_29
q105_2_southamerica|_southamerica|q105_2|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|22_30
q105_3_southamerica|_southamerica|q105_3|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|22_31
q105_4_southamerica|_southamerica|q105_4|CURRENCY|Charities, foundations, non-profit organisations - Joint ventures and club deals|22_32
q105_5_southamerica|_southamerica|q105_5|CURRENCY|Charities, foundations, non-profit organisations - Funds of funds|22_33
q105_6_southamerica|_southamerica|q105_6|CURRENCY|Charities, foundations, non-profit organisations - Non-listed debt products|22_34
q10ROW5_hidden_southamerica|_southamerica|q10ROW5_hidden|CURRENCY|Charities, foundations, non-profit organisations  TOTAL|22_35
q106_1_southamerica|_southamerica|q106_1|CURRENCY|Funds of funds - Non-listed/ commingled real estate funds/private REITs|22_36
q106_2_southamerica|_southamerica|q106_2|CURRENCY|Funds of funds - Separate accounts investing directly into real estate|22_37
q106_3_southamerica|_southamerica|q106_3|CURRENCY|Funds of funds - Separate accounts investing into indirect vehicles|22_38
q106_4_southamerica|_southamerica|q106_4|CURRENCY|Funds of funds - Joint ventures and club deals|22_39
q106_5_southamerica|_southamerica|q106_5|CURRENCY|Funds of funds - Funds of funds|22_40
q106_6_southamerica|_southamerica|q106_6|CURRENCY|Funds of funds - Non-listed debt products|22_41
q10ROW6_hidden_southamerica|_southamerica|q10ROW6_hidden|CURRENCY|Funds of funds TOTAL|22_42
q107_1_southamerica|_southamerica|q107_1|CURRENCY|High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|22_43
q107_2_southamerica|_southamerica|q107_2|CURRENCY|High net worth individuals /Family offices - Separate accounts investing directly into real estate|22_44
q107_3_southamerica|_southamerica|q107_3|CURRENCY|High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|22_45
q107_4_southamerica|_southamerica|q107_4|CURRENCY|High net worth individuals /Family offices - Joint ventures and club deals|22_46
q107_5_southamerica|_southamerica|q107_5|CURRENCY|High net worth individuals /Family offices - Funds of funds|22_47
q107_6_southamerica|_southamerica|q107_6|CURRENCY|High net worth individuals /Family offices - Non-listed debt products|22_48
q10ROW7_hidden_southamerica|_southamerica|q10ROW7_hidden|CURRENCY|High net worth individuals /Family offices TOTAL|22_49
q10other_southamerica|_southamerica|q10other|CURRENCY|Other (please specify)|22_50
q108_1_southamerica|_southamerica|q108_1|CURRENCY|Other - Non-listed/ commingled real estate funds/private REITs|22_51
q108_2_southamerica|_southamerica|q108_2|CURRENCY|Other - Separate accounts investing directly into real estate|22_52
q108_3_southamerica|_southamerica|q108_3|CURRENCY|Other - Separate accounts investing into indirect vehicles|22_53
q108_4_southamerica|_southamerica|q108_4|CURRENCY|Other - Joint ventures and club deals|22_54
q108_5_southamerica|_southamerica|q108_5|CURRENCY|Other - Funds of funds|22_55
q108_6_southamerica|_southamerica|q108_6|CURRENCY|Other - Non-listed debt products|22_56
q10ROW8_hidden_southamerica|_southamerica|q10ROW8_hidden|CURRENCY|Other TOTAL|22_57
q10COL1_hidden_southamerica|_southamerica|q10COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|22_58
q10COL2_hidden_southamerica|_southamerica|q10COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|22_59
q10COL3_hidden_southamerica|_southamerica|q10COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|22_60
q10COL4_hidden_southamerica|_southamerica|q10COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|22_61
q10COL5_hidden_southamerica|_southamerica|q10COL5_hidden|CURRENCY|Funds of funds TOTAL|22_62
q10COL6_hidden_southamerica|_southamerica|q10COL6_hidden|CURRENCY|Non-listed debt products TOTAL|22_63
q10GRANDTotal_hidden_southamerica|_southamerica|q10GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor type|22_64
_southamerica|_southamerica|||[South American strategy] How much institutional capital did your company raise in 2017 by investor domicile (million)?|23
q111_1_southamerica|_southamerica|q111_1|CURRENCY|Europe - Non-listed/ commingled real estate funds/private REITs|23_1
q111_2_southamerica|_southamerica|q111_2|CURRENCY|Europe - Separate accounts investing directly into real estate|23_2
q111_3_southamerica|_southamerica|q111_3|CURRENCY|Europe - Separate accounts investing into indirect vehicles|23_3
q111_4_southamerica|_southamerica|q111_4|CURRENCY|Europe - Joint ventures and club deals|23_4
q111_5_southamerica|_southamerica|q111_5|CURRENCY|Europe - Funds of funds|23_5
q111_6_southamerica|_southamerica|q111_6|CURRENCY|Europe - Non-listed debt products|23_6
q11ROW1_hidden_southamerica|_southamerica|q11ROW1_hidden|CURRENCY|Europe TOTAL|23_7
q112_1_southamerica|_southamerica|q112_1|CURRENCY|Asia Pacific - Non-listed/ commingled real estate funds/private REITs|23_8
q112_2_southamerica|_southamerica|q112_2|CURRENCY|Asia Pacific - Separate accounts investing directly into real estate|23_9
q112_3_southamerica|_southamerica|q112_3|CURRENCY|Asia Pacific - Separate accounts investing into indirect vehicles|23_10
q112_4_southamerica|_southamerica|q112_4|CURRENCY|Asia Pacific - Joint ventures and club deals|23_11
q112_5_southamerica|_southamerica|q112_5|CURRENCY|Asia Pacific - Funds of funds|23_12
q112_6_southamerica|_southamerica|q112_6|CURRENCY|Asia Pacific - Non-listed debt products|23_13
q11ROW2_hidden_southamerica|_southamerica|q11ROW2_hidden|CURRENCY|Asia Pacific TOTAL|23_14
q113_1_southamerica|_southamerica|q113_1|CURRENCY|North America - Non-listed/ commingled real estate funds/private REITs|23_15
q113_2_southamerica|_southamerica|q113_2|CURRENCY|North America - Separate accounts investing directly into real estate|23_16
q113_3_southamerica|_southamerica|q113_3|CURRENCY|North America - Separate accounts investing into indirect vehicles|23_17
q113_4_southamerica|_southamerica|q113_4|CURRENCY|North America - Joint ventures and club deals|23_18
q113_5_southamerica|_southamerica|q113_5|CURRENCY|North America - Funds of funds|23_19
q113_6_southamerica|_southamerica|q113_6|CURRENCY|North America - Non-listed debt products|23_20
q11ROW3_hidden_southamerica|_southamerica|q11ROW3_hidden|CURRENCY|North America TOTAL|23_21
q114_1_southamerica|_southamerica|q114_1|CURRENCY|South America - Non-listed/ commingled real estate funds/private REITs|23_22
q114_2_southamerica|_southamerica|q114_2|CURRENCY|South America - Separate accounts investing directly into real estate|23_23
q114_3_southamerica|_southamerica|q114_3|CURRENCY|South America - Separate accounts investing into indirect vehicles|23_24
q114_4_southamerica|_southamerica|q114_4|CURRENCY|South America - Joint ventures and club deals|23_25
q114_5_southamerica|_southamerica|q114_5|CURRENCY|South America - Funds of funds|23_26
q114_6_southamerica|_southamerica|q114_6|CURRENCY|South America - Non-listed debt products|23_27
q11ROW4_hidden_southamerica|_southamerica|q11ROW4_hidden|CURRENCY|South America TOTAL|23_28
q115_1_southamerica|_southamerica|q115_1|CURRENCY|Africa - Non-listed/ commingled real estate funds/private REITs|23_29
q115_2_southamerica|_southamerica|q115_2|CURRENCY|Africa - Separate accounts investing directly into real estate|23_30
q115_3_southamerica|_southamerica|q115_3|CURRENCY|Africa - Separate accounts investing into indirect vehicles|23_31
q115_4_southamerica|_southamerica|q115_4|CURRENCY|Africa - Joint ventures and club deals|23_32
q115_5_southamerica|_southamerica|q115_5|CURRENCY|Africa - Funds of funds|23_33
q115_6_southamerica|_southamerica|q115_6|CURRENCY|Africa - Non-listed debt products|23_34
q11ROW5_hidden_southamerica|_southamerica|q11ROW5_hidden|CURRENCY|Africa  TOTAL|23_35
q11COL1_hidden_southamerica|_southamerica|q11COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|23_36
q11COL2_hidden_southamerica|_southamerica|q11COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|23_37
q11COL3_hidden_southamerica|_southamerica|q11COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|23_38
q11COL4_hidden_southamerica|_southamerica|q11COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|23_39
q11COL5_hidden_southamerica|_southamerica|q11COL5_hidden|CURRENCY|Funds of funds TOTAL|23_40
q11COL6_hidden_southamerica|_southamerica|q11COL6_hidden|CURRENCY|Non-listed debt products TOTAL|23_41
q11GRANDTotal_hidden_southamerica|_southamerica|q11GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor domicle|23_42
AFRICA_africa|_africa|AFRICA||For your African strategy, how much institutional capital did your company raise for non-listed vehicles in 2017 by investor type (million)?|24
q101_1_africa|_africa|q101_1|CURRENCY|Pension funds - Non-listed/ commingled real estate funds/private REITs|24_1
q101_2_africa|_africa|q101_2|CURRENCY|Pension funds - Separate accounts investing directly into real estate|24_2
q101_3_africa|_africa|q101_3|CURRENCY|Pension funds - Separate accounts investing into indirect vehicles|24_3
q101_4_africa|_africa|q101_4|CURRENCY|Pension funds - Joint ventures and club deals|24_4
q101_5_africa|_africa|q101_5|CURRENCY|Pension funds - Funds of funds|24_5
q101_6_africa|_africa|q101_6|CURRENCY|Pension funds - Non-listed debt products|24_6
q10ROW1_hidden_africa|_africa|q10ROW1_hidden|CURRENCY|Pension funds TOTAL|24_7
q102_1_africa|_africa|q102_1|CURRENCY|Insurance companies - Non-listed/ commingled real estate funds/private REITs|24_8
q102_2_africa|_africa|q102_2|CURRENCY|Insurance companies - Separate accounts investing directly into real estate|24_9
q102_3_africa|_africa|q102_3|CURRENCY|Insurance companies - Separate accounts investing into indirect vehicles|24_10
q102_4_africa|_africa|q102_4|CURRENCY|Insurance companies - Joint ventures and club deals|24_11
q102_5_africa|_africa|q102_5|CURRENCY|Insurance companies - Funds of funds|24_12
q102_6_africa|_africa|q102_6|CURRENCY|Insurance companies - Non-listed debt products|24_13
q10ROW2_hidden_africa|_africa|q10ROW2_hidden|CURRENCY|Insurance companies TOTAL|24_14
q103_1_africa|_africa|q103_1|CURRENCY|Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|24_15
q103_2_africa|_africa|q103_2|CURRENCY|Sovereign wealth funds - Separate accounts investing directly into real estate|24_16
q103_3_africa|_africa|q103_3|CURRENCY|Sovereign wealth funds - Separate accounts investing into indirect vehicles|24_17
q103_4_africa|_africa|q103_4|CURRENCY|Sovereign wealth funds - Joint ventures and club deals|24_18
q103_5_africa|_africa|q103_5|CURRENCY|Sovereign wealth funds - Funds of funds|24_19
q103_6_africa|_africa|q103_6|CURRENCY|Sovereign wealth funds - Non-listed debt products|24_20
q10ROW3_hidden_africa|_africa|q10ROW3_hidden|CURRENCY|Sovereign wealth funds TOTAL|24_21
q104_1_africa|_africa|q104_1|CURRENCY|Government institutions - Non-listed/ commingled real estate funds/private REITs|24_22
q104_2_africa|_africa|q104_2|CURRENCY|Government institutions - Separate accounts investing directly into real estate|24_23
q104_3_africa|_africa|q104_3|CURRENCY|Government institutions - Separate accounts investing into indirect vehicles|24_24
q104_4_africa|_africa|q104_4|CURRENCY|Government institutions - Joint ventures and club deals|24_25
q104_5_africa|_africa|q104_5|CURRENCY|Government institutions - Funds of funds|24_26
q104_6_africa|_africa|q104_6|CURRENCY|Government institutions - Non-listed debt products|24_27
q10ROW4_hidden_africa|_africa|q10ROW4_hidden|CURRENCY|Government institutions TOTAL|24_28
q105_1_africa|_africa|q105_1|CURRENCY|Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|24_29
q105_2_africa|_africa|q105_2|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|24_30
q105_3_africa|_africa|q105_3|CURRENCY|Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|24_31
q105_4_africa|_africa|q105_4|CURRENCY|Charities, foundations, non-profit organisations - Joint ventures and club deals|24_32
q105_5_africa|_africa|q105_5|CURRENCY|Charities, foundations, non-profit organisations - Funds of funds|24_33
q105_6_africa|_africa|q105_6|CURRENCY|Charities, foundations, non-profit organisations - Non-listed debt products|24_34
q10ROW5_hidden_africa|_africa|q10ROW5_hidden|CURRENCY|Charities, foundations, non-profit organisations  TOTAL|24_35
q106_1_africa|_africa|q106_1|CURRENCY|Funds of funds - Non-listed/ commingled real estate funds/private REITs|24_36
q106_2_africa|_africa|q106_2|CURRENCY|Funds of funds - Separate accounts investing directly into real estate|24_37
q106_3_africa|_africa|q106_3|CURRENCY|Funds of funds - Separate accounts investing into indirect vehicles|24_38
q106_4_africa|_africa|q106_4|CURRENCY|Funds of funds - Joint ventures and club deals|24_39
q106_5_africa|_africa|q106_5|CURRENCY|Funds of funds - Funds of funds|24_40
q106_6_africa|_africa|q106_6|CURRENCY|Funds of funds - Non-listed debt products|24_41
q10ROW6_hidden_africa|_africa|q10ROW6_hidden|CURRENCY|Funds of funds TOTAL|24_42
q107_1_africa|_africa|q107_1|CURRENCY|High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|24_43
q107_2_africa|_africa|q107_2|CURRENCY|High net worth individuals /Family offices - Separate accounts investing directly into real estate|24_44
q107_3_africa|_africa|q107_3|CURRENCY|High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|24_45
q107_4_africa|_africa|q107_4|CURRENCY|High net worth individuals /Family offices - Joint ventures and club deals|24_46
q107_5_africa|_africa|q107_5|CURRENCY|High net worth individuals /Family offices - Funds of funds|24_47
